index,Hard,Soft,Pro_Brexit,Remain,Anti_Hard,Anti_Soft,Ambiguous,Intensity,tweet_id
556,1,0,0,0,0,0,0,3,9.15E+17
557,0,0,0,1,0,0,0,2,9.15E+17
558,1,0,1,0,0,1,0,4,9.10E+17
559,1,0,0,0,0,0,0,4,9.09E+17
560,1,0,1,0,0,1,0,4,9.12E+17
561,0,0,0,0,0,0,1,3,9.17E+17
562,1,0,1,0,0,1,0,2,9.11E+17
563,1,0,1,0,0,1,0,3,9.23E+17
564,0,0,0,0,0,0,1,2,9.11E+17
565,1,0,1,0,0,1,0,3,9.17E+17
566,0,1,0,0,0,0,0,2,9.11E+17
567,0,0,0,0,0,0,1,2,9.10E+17
568,0,0,0,0,0,0,1,3,9.10E+17
569,0,0,0,0,0,0,1,2,9.10E+17
570,0,0,0,0,0,0,1,3,9.12E+17
571,0,0,0,0,0,0,1,4,9.12E+17
572,0,0,0,0,0,0,1,5,9.10E+17
573,0,0,0,0,0,0,1,3,9.17E+17
574,1,0,0,0,0,1,0,4,9.10E+17
575,0,0,0,0,0,0,1,3,9.11E+17
576,0,0,0,0,0,0,1,2,9.12E+17
577,0,1,0,0,0,0,0,3,9.19E+17
578,0,0,0,0,0,0,1,3,9.19E+17
579,0,1,0,0,0,0,0,2,9.19E+17
580,0,1,0,0,0,0,0,2,9.11E+17
581,0,1,0,0,0,0,0,1,9.20E+17
582,0,0,0,0,0,0,1,2,9.16E+17
583,0,1,0,0,1,0,0,4,9.27E+17
584,0,0,0,0,0,0,1,4,9.13E+17
585,0,0,0,1,1,1,0,3,9.18E+17
586,0,1,0,0,0,0,0,1,9.11E+17
587,0,0,0,0,0,0,1,4,9.12E+17
588,0,0,0,0,0,0,1,4,9.24E+17
589,0,0,0,0,0,0,1,4,9.11E+17
590,0,0,0,0,0,0,1,4,9.21E+17
591,0,0,0,0,0,0,1,4,9.22E+17
592,0,0,0,0,0,0,1,3,9.09E+17
593,0,1,0,0,0,0,0,4,9.10E+17
594,0,1,0,0,1,0,0,3,9.23E+17
595,0,0,0,0,0,0,1,3,9.23E+17
596,0,0,0,0,0,0,1,2,9.10E+17
597,0,0,0,0,0,0,1,2,9.12E+17
598,0,0,0,1,0,0,0,1,9.23E+17
599,0,0,0,1,1,0,0,4,9.13E+17
600,0,0,0,0,0,0,1,3,9.20E+17
601,1,0,1,0,0,1,0,2,9.10E+17
602,0,0,0,0,0,0,1,2,9.10E+17
603,0,0,0,1,0,0,0,3,9.11E+17
604,0,1,0,0,0,0,0,4,9.11E+17
605,1,0,1,0,0,1,0,2,9.10E+17
606,0,0,0,0,0,0,1,3,9.25E+17
607,0,1,0,0,0,0,0,4,9.22E+17
608,0,1,0,0,0,0,0,3,9.11E+17
609,0,1,0,0,0,0,0,4,9.24E+17
610,0,1,0,0,0,0,0,2,9.17E+17
611,0,0,0,0,0,0,1,3,9.18E+17
612,0,0,0,1,1,1,0,4,9.20E+17
613,0,0,0,0,0,0,1,1,9.13E+17
614,1,0,1,0,0,0,0,3,9.11E+17
615,0,0,0,0,0,0,1,1,9.18E+17
616,0,0,0,0,0,0,1,2,9.11E+17
617,0,1,0,0,0,0,0,3,9.10E+17
618,0,1,0,0,0,0,0,3,9.21E+17
619,0,0,0,0,0,0,1,3,9.15E+17
620,1,0,1,0,0,1,0,2,9.23E+17
621,0,0,0,0,0,0,1,1,9.22E+17
622,0,0,0,0,0,1,0,4,9.11E+17
623,1,0,1,0,0,0,0,5,9.18E+17
624,0,0,0,0,0,0,1,4,9.11E+17
625,0,0,0,0,0,0,1,2,9.25E+17
626,0,0,0,0,0,0,1,2,9.12E+17
627,0,1,0,0,0,0,0,2,9.15E+17
628,0,0,0,0,0,0,1,2,9.18E+17
629,0,0,0,0,0,0,1,2,9.25E+17
630,0,0,0,0,0,0,1,1,9.11E+17
631,0,0,0,1,1,1,0,5,9.17E+17
632,0,0,0,0,0,0,1,4,9.12E+17
633,0,1,1,0,0,0,0,4,9.27E+17
634,1,0,1,0,0,1,0,3,9.21E+17
635,0,0,0,0,0,0,1,4,9.27E+17
636,0,0,0,0,0,0,1,4,9.26E+17
637,1,0,1,0,0,0,0,2,9.23E+17
638,1,0,1,0,0,1,0,5,9.10E+17
639,0,1,0,0,0,0,0,2,9.11E+17
640,1,0,1,0,0,1,0,5,9.08E+17
641,0,1,0,0,0,0,0,1,9.24E+17
642,0,0,0,0,0,0,1,2,9.17E+17
643,0,1,0,0,0,0,0,2,9.20E+17
644,1,0,1,0,0,1,0,4,9.20E+17
645,0,0,0,1,0,0,0,4,9.23E+17
646,0,0,0,0,0,0,1,3,9.19E+17
647,0,1,0,0,0,0,0,3,9.21E+17
648,1,0,1,0,0,1,0,2,9.19E+17
649,1,0,1,0,0,1,0,2,9.18E+17
650,0,0,0,0,0,0,1,2,9.15E+17
651,0,0,0,0,1,0,0,4,9.27E+17
652,0,1,0,0,1,0,0,3,9.20E+17
653,0,0,0,0,0,0,1,5,9.12E+17
654,0,0,0,0,0,0,1,3,9.19E+17
655,0,0,0,0,0,1,0,2,9.11E+17
656,0,1,0,1,1,0,0,3,9.12E+17
657,0,1,0,0,0,0,0,2,9.20E+17
658,0,1,0,0,0,0,0,2,9.08E+17
659,0,1,0,0,0,0,0,3,9.09E+17
660,0,1,0,1,1,0,0,3,9.13E+17
661,1,0,1,0,0,1,0,2,9.10E+17
662,1,0,1,0,0,1,0,1,9.11E+17
663,0,0,0,0,0,0,1,2,9.12E+17
664,1,0,1,0,0,1,0,4,9.10E+17
665,0,0,0,0,0,0,1,2,9.12E+17
666,0,0,0,0,0,0,1,1,9.18E+17
667,1,0,1,0,0,1,0,2,9.21E+17
668,0,1,0,0,1,0,0,5,9.22E+17
669,0,1,0,0,0,0,0,5,9.22E+17
670,0,0,0,0,0,0,1,3,9.22E+17
671,0,1,0,0,1,0,0,3,9.23E+17
672,0,0,0,0,0,0,1,2,9.24E+17
673,0,1,0,0,0,0,0,2,9.23E+17
674,0,1,0,0,1,0,0,3,9.22E+17
675,0,0,0,0,0,0,1,3,9.21E+17
676,0,0,0,1,1,1,0,4,9.22E+17
677,0,1,0,0,0,0,0,2,9.22E+17
678,0,0,0,0,0,0,1,2,9.23E+17
679,0,0,0,0,0,0,1,3,9.24E+17
680,0,0,0,0,0,0,1,3,9.21E+17
681,1,0,1,0,0,0,0,3,9.22E+17
682,0,0,0,0,0,0,1,1,9.22E+17
683,1,0,1,0,0,0,0,3,9.21E+17
684,0,0,0,1,0,0,0,3,9.22E+17
685,0,0,0,0,0,0,1,1,9.24E+17
686,0,0,0,0,0,0,1,1,9.21E+17
687,0,0,0,0,0,0,1,1,9.25E+17
688,0,1,0,0,1,0,0,3,9.21E+17
689,1,0,1,0,0,0,0,4,9.23E+17
690,0,0,0,0,0,0,1,1,9.22E+17
691,1,0,0,0,0,0,1,1,9.21E+17
692,1,0,1,0,0,1,0,3,9.21E+17
693,0,0,0,1,0,0,0,4,9.22E+17
694,0,1,0,0,1,0,0,3,9.22E+17
695,0,0,0,1,0,0,0,4,9.22E+17
696,0,0,0,0,0,0,1,3,9.22E+17
697,0,0,0,0,0,0,1,2,9.25E+17
698,0,0,0,0,0,0,1,2,9.23E+17
699,0,1,0,0,1,0,0,4,9.22E+17
700,0,0,0,1,1,0,0,3,9.21E+17
701,0,1,0,0,1,0,0,3,9.21E+17
702,0,0,0,0,0,0,1,1,9.22E+17
703,0,1,0,0,1,0,0,2,9.21E+17
704,0,0,0,0,0,0,1,3,9.21E+17
705,0,0,0,0,0,0,1,1,9.22E+17
706,0,1,0,0,1,0,0,4,9.23E+17
707,1,0,1,0,0,0,0,3,9.27E+17
708,0,0,0,0,0,0,1,3,9.22E+17
709,0,0,0,0,0,0,1,2,9.25E+17
710,1,0,1,0,0,1,0,3,9.23E+17
711,0,0,0,0,0,0,1,4,9.25E+17
712,0,0,0,0,0,0,1,4,9.24E+17
713,0,0,0,0,0,0,1,1,9.22E+17
714,0,1,0,0,1,0,0,3,9.25E+17
715,0,1,0,0,0,0,0,2,9.21E+17
716,1,0,0,0,0,0,0,4,9.22E+17
717,0,0,0,0,0,0,1,3,9.22E+17
718,0,0,0,1,1,0,0,4,9.23E+17
719,0,0,0,1,1,1,0,5,9.27E+17
720,0,0,0,1,1,0,0,5,9.21E+17
721,1,0,0,0,0,0,0,3,9.21E+17
722,0,0,0,0,0,0,1,3,9.21E+17
723,0,0,0,0,0,0,1,3,9.25E+17
724,0,0,0,0,0,0,1,3,9.21E+17
725,0,0,0,1,1,0,0,2,9.22E+17
726,0,0,0,0,0,0,1,2,9.21E+17
727,0,0,0,1,0,0,0,3,9.26E+17
728,0,0,0,1,0,0,0,3,9.22E+17
729,1,0,1,0,0,0,0,2,9.23E+17
730,0,1,0,0,1,0,0,1,9.22E+17
731,0,0,0,1,1,0,0,1,9.25E+17
732,1,0,1,0,0,1,0,3,9.21E+17
733,0,1,0,0,1,0,0,4,9.21E+17
734,0,0,0,0,0,0,1,3,9.25E+17
735,0,0,0,1,1,0,0,3,9.21E+17
736,0,0,0,0,0,0,1,3,9.27E+17
737,0,0,0,1,0,0,0,5,9.22E+17
738,0,1,0,0,0,0,0,3,9.23E+17
739,0,0,0,0,0,0,1,1,9.22E+17
740,0,1,0,0,0,0,0,2,9.21E+17
741,1,0,1,0,0,1,0,4,9.21E+17
742,0,0,0,0,0,0,1,2,9.21E+17
743,0,0,0,0,0,0,1,2,9.22E+17
744,0,0,0,0,0,0,1,1,9.22E+17
745,0,0,0,0,0,0,1,3,9.27E+17
746,0,0,0,0,1,0,0,4,9.22E+17
747,1,0,1,0,0,1,0,2,9.23E+17
748,1,0,1,0,0,1,0,2,9.24E+17
749,0,0,0,1,0,0,0,3,9.22E+17
750,0,0,0,0,0,0,1,2,9.23E+17
751,1,0,1,0,0,0,0,3,9.23E+17
752,0,0,0,0,0,0,1,2,9.22E+17
753,0,1,1,0,1,0,0,3,9.24E+17
754,0,0,0,0,0,0,1,2,9.21E+17
755,0,0,0,1,1,0,0,4,9.23E+17
756,0,0,0,0,0,0,1,2,9.22E+17
757,0,0,0,0,0,0,1,2,9.24E+17
758,0,1,0,0,0,0,0,2,9.21E+17
759,0,0,0,0,1,0,0,4,9.22E+17
760,0,0,0,0,1,0,0,4,9.21E+17
761,1,0,1,0,0,1,0,5,9.23E+17
762,0,0,0,1,1,0,0,4,9.21E+17
763,0,0,0,0,0,0,1,1,9.24E+17
764,0,0,0,0,0,0,1,2,9.25E+17
765,0,1,0,0,0,0,0,2,9.21E+17
766,0,1,0,0,0,0,0,4,9.21E+17
767,0,1,0,0,0,0,0,3,9.23E+17
768,0,1,0,0,0,0,0,3,9.24E+17
769,1,0,0,0,0,0,0,1,9.21E+17
770,1,0,1,0,0,0,0,5,9.23E+17
771,0,0,0,0,0,0,1,1,9.22E+17
772,0,0,0,0,0,0,1,2,9.24E+17
773,0,0,0,0,0,0,1,2,9.25E+17
774,0,0,0,0,1,0,0,3,9.23E+17
775,0,0,0,0,0,0,1,3,9.21E+17
776,1,0,1,0,0,0,0,4,9.23E+17
777,0,0,0,0,0,0,1,2,9.21E+17
778,1,0,1,0,0,0,0,2,9.21E+17
779,0,0,0,0,0,0,1,4,9.26E+17
780,0,0,0,0,1,0,0,4,9.22E+17
781,1,0,1,0,0,0,0,4,9.21E+17
782,1,0,1,0,0,0,0,2,9.21E+17
783,0,0,0,1,0,0,0,3,9.21E+17
784,0,0,0,1,0,0,0,3,9.26E+17
785,0,0,0,0,1,0,0,3,9.27E+17
786,0,0,0,0,0,0,1,2,9.23E+17
787,0,0,0,0,0,0,1,1,9.25E+17
788,0,1,0,0,1,0,0,2,9.23E+17
789,0,0,0,0,1,0,0,3,9.27E+17
790,0,0,0,0,0,0,1,2,9.23E+17
791,0,0,0,0,1,0,0,3,9.21E+17
792,1,0,1,0,0,0,0,2,9.25E+17
793,0,0,0,0,0,0,1,3,9.22E+17
794,0,0,0,0,0,0,1,1,9.22E+17
795,0,0,0,0,0,0,1,1,9.22E+17
796,0,0,0,0,0,0,1,3,9.25E+17
797,0,0,0,0,1,0,0,2,9.25E+17
798,0,0,0,0,0,0,1,2,9.22E+17
799,1,0,1,0,0,0,0,3,9.22E+17
800,0,0,0,1,0,0,0,3,9.26E+17
801,0,0,0,0,1,0,0,3,9.24E+17
802,0,0,0,0,0,0,1,1,9.21E+17
803,0,0,0,0,1,0,0,1,9.27E+17
804,1,0,1,0,0,0,0,1,9.26E+17
805,0,0,0,0,1,0,0,3,9.26E+17
806,0,0,0,0,0,0,1,1,9.23E+17
807,0,0,0,0,0,0,1,2,9.22E+17
808,0,0,0,0,0,0,1,3,9.21E+17
809,0,0,0,0,0,0,1,3,9.22E+17
810,0,0,0,1,1,0,0,4,9.24E+17
811,0,0,0,0,0,0,1,2,9.21E+17
812,0,0,0,1,1,0,0,3,9.22E+17
813,0,0,0,0,0,0,1,2,9.24E+17
814,0,1,0,0,1,0,0,5,9.21E+17
815,0,0,0,0,0,0,1,3,9.21E+17
816,0,1,0,0,0,0,0,2,9.26E+17
817,1,0,1,0,0,1,0,3,9.22E+17
818,1,0,0,0,0,0,0,3,9.22E+17
819,0,0,0,1,0,0,0,2,9.22E+17
820,0,0,0,0,0,0,1,2,9.24E+17
821,1,0,0,0,0,0,0,2,9.23E+17
822,0,0,0,0,1,0,0,2,9.25E+17
823,0,0,0,1,0,0,0,3,9.26E+17
824,0,0,0,0,1,0,0,3,9.21E+17
825,0,0,0,0,1,0,0,2,9.25E+17
826,0,1,0,0,0,0,1,2,9.23E+17
827,0,0,0,0,0,0,1,1,9.22E+17
828,0,0,0,0,0,0,1,2,9.21E+17
829,0,0,0,1,0,0,0,3,9.23E+17
830,0,0,0,0,0,0,1,2,9.25E+17
831,0,0,0,0,1,0,0,3,9.27E+17
832,0,0,0,0,0,0,1,3,9.22E+17
833,0,0,0,0,1,0,0,3,9.25E+17
834,0,0,0,0,1,0,0,3,9.22E+17
835,0,0,0,0,0,0,1,1,9.27E+17
836,1,0,1,0,0,0,0,3,9.25E+17
837,0,0,0,1,1,1,0,2,9.23E+17
838,0,0,0,0,1,0,0,3,9.27E+17
839,0,0,0,0,0,0,1,2,9.21E+17
840,0,0,0,0,0,0,1,4,9.22E+17
841,0,1,0,0,0,0,0,2,9.22E+17
842,0,0,0,0,1,0,0,3,9.27E+17
843,0,0,0,0,0,0,1,2,9.22E+17
844,0,0,0,1,0,0,0,2,9.27E+17
845,0,0,0,1,1,0,0,3,9.22E+17
846,0,0,0,0,1,0,0,5,9.21E+17
847,0,0,0,0,0,0,1,1,9.27E+17
848,0,0,0,1,1,0,0,3,9.21E+17
849,0,0,0,0,0,0,1,2,9.23E+17
850,0,0,0,0,0,0,1,1,9.22E+17
851,1,0,1,0,0,0,0,3,9.23E+17
852,1,0,1,0,0,1,0,3,9.21E+17
853,1,0,1,0,0,1,0,4,9.23E+17
854,0,0,0,0,0,0,1,4,9.22E+17
855,0,0,0,0,0,0,1,2,9.24E+17
856,0,0,0,0,1,0,0,3,9.23E+17
857,0,0,0,0,1,0,0,2,9.23E+17
858,1,0,1,0,0,1,0,3,9.25E+17
859,0,0,0,0,0,0,1,3,9.22E+17
860,0,0,0,0,0,0,1,5,9.24E+17
861,0,0,0,1,0,0,0,4,9.22E+17
862,1,0,1,0,0,0,0,2,9.21E+17
863,1,0,1,0,0,0,0,2,9.25E+17
864,0,0,0,0,0,0,1,2,9.21E+17
865,0,0,0,0,0,0,1,1,9.22E+17
866,0,0,0,0,1,0,0,3,9.21E+17
867,0,0,0,0,1,0,0,4,9.21E+17
868,1,0,1,0,0,1,0,5,9.22E+17
869,1,0,1,0,0,0,0,3,9.25E+17
870,0,0,0,0,1,0,0,3,9.23E+17
871,1,0,1,0,0,1,0,3,9.21E+17
872,0,0,0,0,0,0,1,1,9.27E+17
873,0,0,0,0,0,0,1,2,9.21E+17
874,0,0,0,0,1,0,0,2,9.22E+17
875,1,0,1,0,0,1,0,5,9.22E+17
876,0,0,0,0,0,0,1,3,9.21E+17
877,0,1,0,0,0,0,0,3,9.21E+17
878,0,0,0,0,0,0,1,3,9.22E+17
879,0,0,0,0,0,0,1,4,9.22E+17
880,0,1,0,0,0,0,0,2,9.21E+17
881,0,0,0,0,0,0,1,1,9.24E+17
882,0,0,0,0,1,0,0,4,9.21E+17
883,0,0,0,0,1,0,0,4,9.22E+17
884,0,0,0,0,1,0,0,4,9.21E+17
885,0,0,0,0,0,0,1,3,9.23E+17
886,0,0,0,1,1,0,0,4,9.23E+17
887,0,0,0,0,0,0,1,5,9.26E+17
888,0,0,0,0,0,0,1,3,9.21E+17
889,1,0,1,0,0,0,0,3,9.22E+17
890,0,0,0,0,0,0,1,2,9.25E+17
891,0,0,0,0,0,0,1,2,9.22E+17
892,0,0,0,0,0,0,1,3,9.22E+17
893,0,0,0,0,0,0,1,2,9.26E+17
894,0,0,0,0,0,0,1,2,9.21E+17
895,0,0,0,0,1,0,0,5,9.21E+17
896,0,0,0,0,0,0,1,1,9.22E+17
897,0,0,0,0,0,0,1,2,9.23E+17
898,0,0,0,0,0,0,1,2,9.21E+17
899,1,0,1,0,0,0,0,4,9.25E+17
900,1,0,1,0,0,0,0,3,9.21E+17
901,0,1,0,0,1,0,0,2,9.21E+17
902,0,0,0,0,0,0,1,3,9.23E+17
903,0,0,0,0,0,0,1,3,9.25E+17
904,0,0,0,0,0,0,1,1,9.23E+17
905,0,0,0,0,0,0,1,1,9.22E+17
906,0,0,0,0,1,0,0,3,9.21E+17
907,0,0,0,0,0,0,1,3,9.22E+17
908,0,0,0,0,0,0,1,3,9.24E+17
909,1,0,1,0,0,1,0,5,9.25E+17
910,0,0,0,0,0,0,1,3,9.22E+17
911,0,0,0,0,0,0,1,2,9.23E+17
912,0,0,0,0,1,0,0,4,9.22E+17
913,0,0,0,0,0,0,1,2,9.22E+17
914,0,0,0,0,0,0,1,4,9.21E+17
915,0,0,0,0,0,0,1,4,9.27E+17
916,0,0,0,0,0,0,1,5,9.22E+17
917,0,0,0,0,0,0,1,1,9.21E+17
918,0,0,0,0,1,0,0,4,9.23E+17
919,0,0,0,0,0,0,1,2,9.24E+17
920,0,1,0,0,1,0,0,2,9.21E+17
921,1,0,1,0,0,1,0,4,9.21E+17
922,0,0,0,0,0,0,1,3,9.26E+17
923,0,0,0,0,0,0,1,2,9.22E+17
924,0,0,0,0,0,0,1,4,9.27E+17
925,1,0,1,0,0,1,0,3,9.22E+17
926,0,0,0,0,0,0,1,2,9.21E+17
927,0,0,0,0,0,0,1,3,9.23E+17
928,0,0,0,0,0,0,1,1,9.21E+17
929,0,0,0,0,0,0,1,4,9.26E+17
930,1,0,1,0,0,1,0,2,9.24E+17
931,0,0,0,0,0,0,1,3,9.21E+17
932,0,0,0,0,1,0,0,3,9.27E+17
933,0,0,0,0,0,0,1,4,9.21E+17
934,0,0,0,0,0,0,1,1,9.21E+17
935,0,0,0,0,0,0,1,3,9.22E+17
936,0,0,0,0,1,0,0,3,9.22E+17
937,0,0,0,0,1,0,0,4,9.24E+17
938,0,0,0,0,1,0,0,3,9.27E+17
939,0,0,0,0,0,0,1,1,9.22E+17
940,0,1,0,0,0,0,0,2,9.21E+17
941,0,1,0,0,1,0,0,2,9.24E+17
942,0,1,0,0,0,0,0,2,9.27E+17
943,0,1,0,0,0,0,0,1,9.23E+17
944,0,0,0,0,0,0,1,1,9.22E+17
945,0,1,0,0,0,0,0,2,9.25E+17
946,0,0,0,1,0,0,0,2,9.21E+17
947,0,0,0,0,0,0,1,3,9.23E+17
948,0,1,0,0,1,0,0,2,9.27E+17
949,0,0,0,0,0,0,1,3,9.25E+17
950,0,0,0,0,0,0,1,3,9.25E+17
951,0,1,0,0,1,0,0,3,9.22E+17
952,0,0,0,0,0,0,1,2,9.25E+17
953,0,0,0,1,0,0,0,3,9.26E+17
954,0,0,0,0,0,0,1,2,9.22E+17
955,0,0,0,0,0,0,1,2,9.24E+17
956,0,0,0,0,0,0,1,3,9.24E+17
957,0,0,0,1,1,1,0,3,9.23E+17
958,0,0,0,0,0,0,1,3,9.22E+17
959,1,0,1,0,0,0,0,3,9.25E+17
960,0,0,0,0,0,0,1,3,9.21E+17
961,0,1,0,0,1,0,0,3,9.27E+17
962,0,0,0,0,0,0,1,1,9.21E+17
963,0,0,0,0,0,0,1,4,9.21E+17
964,0,0,0,0,0,0,1,3,9.22E+17
965,0,0,0,0,1,0,0,4,9.24E+17
966,0,0,0,0,0,0,1,3,9.21E+17
967,1,0,0,0,0,0,0,2,9.26E+17
968,0,0,0,0,0,0,1,3,9.21E+17
969,0,1,0,0,1,0,0,4,9.26E+17
970,0,0,0,0,0,0,1,2,9.23E+17
971,0,0,0,0,0,0,1,1,9.23E+17
972,0,0,0,1,1,0,0,3,9.21E+17
973,0,0,0,0,0,0,1,2,9.22E+17
974,0,0,0,0,0,0,1,1,9.21E+17
975,0,0,0,0,0,0,1,1,9.21E+17
976,0,1,0,0,1,0,0,2,9.22E+17
977,0,0,0,0,0,0,1,2,9.25E+17
978,1,0,1,0,0,1,0,2,9.22E+17
979,0,1,0,0,1,0,0,2,9.23E+17
980,0,0,0,0,0,0,1,2,9.23E+17
981,0,0,0,0,0,0,1,2,9.23E+17
982,0,0,0,0,0,0,1,3,9.23E+17
983,0,1,0,0,0,0,0,1,9.21E+17
984,1,0,1,0,0,1,0,3,9.25E+17
985,0,0,0,0,0,0,1,2,9.23E+17
986,0,1,0,0,1,0,0,3,9.27E+17
987,0,0,0,0,1,0,0,3,9.21E+17
988,0,0,0,0,0,0,1,2,9.25E+17
989,0,0,0,0,0,0,1,3,9.26E+17
990,0,0,0,0,0,0,1,2,9.21E+17
991,1,0,1,0,0,1,0,4,9.23E+17
992,0,1,0,0,0,0,0,2,9.21E+17
993,0,1,0,0,0,0,0,1,9.23E+17
994,1,0,1,0,0,0,0,2,9.21E+17
995,0,1,0,0,1,0,0,3,9.25E+17
996,0,0,0,0,0,0,1,3,9.21E+17
997,0,0,0,0,0,0,1,3,9.21E+17
998,0,0,0,0,0,0,1,3,9.24E+17
999,0,1,0,0,1,0,0,3,9.23E+17
1000,0,0,0,1,1,1,0,5,9.21E+17
1001,0,0,0,0,1,0,0,3,9.15E+17
1002,0,0,0,0,0,0,1,4,9.15E+17
1003,0,0,0,0,0,0,1,2,9.20E+17
1004,0,0,0,0,1,0,0,4,9.23E+17
1005,0,0,0,0,0,0,1,3,9.13E+17
1006,1,0,1,0,0,0,0,5,9.22E+17
1007,0,0,0,0,0,0,1,4,9.13E+17
1008,0,0,0,0,1,0,0,3,9.18E+17
1009,0,0,0,0,0,0,1,2,9.18E+17
1010,0,0,0,0,0,0,1,3,9.11E+17
1011,0,0,0,1,0,0,0,3,9.17E+17
1012,0,0,0,1,0,0,0,3,9.24E+17
1013,0,0,0,0,0,0,1,1,9.24E+17
1014,0,0,0,0,1,0,0,4,9.13E+17
1015,0,0,0,0,0,0,1,2,9.16E+17
1016,0,0,0,0,0,0,1,3,9.12E+17
1017,0,0,0,0,0,0,1,3,9.25E+17
1018,1,0,1,0,0,1,0,4,9.18E+17
1019,0,0,0,0,0,0,1,1,9.24E+17
1020,0,0,0,0,0,0,1,2,9.08E+17
1021,0,0,0,0,1,0,0,3,9.21E+17
1022,1,0,1,0,0,1,0,4,9.16E+17
1023,1,0,1,0,0,0,0,3,9.21E+17
1024,0,1,0,0,0,0,0,3,9.15E+17
1025,0,0,0,0,0,0,1,3,9.15E+17
1026,1,0,1,0,0,1,0,4,9.13E+17
1027,1,0,1,0,0,0,0,4,9.12E+17
1028,1,0,1,0,0,1,0,4,9.11E+17
1029,1,0,1,0,0,0,0,3,9.19E+17
1030,0,0,0,1,0,0,0,4,9.18E+17
1031,0,0,0,0,1,0,0,4,9.09E+17
1032,0,0,0,0,0,0,1,2,9.09E+17
1033,1,0,1,0,0,1,0,4,9.18E+17
1034,0,0,0,0,1,0,0,2,9.14E+17
1035,0,0,0,1,0,0,0,3,9.17E+17
1036,0,0,0,0,1,0,0,2,9.16E+17
1037,0,0,0,0,1,0,0,4,9.21E+17
1038,0,0,0,0,1,0,0,4,9.15E+17
1039,0,0,0,0,1,0,0,5,9.26E+17
1040,0,0,0,0,1,0,0,4,9.18E+17
1041,0,0,0,1,0,0,0,3,9.10E+17
1042,1,0,1,0,0,1,0,4,9.19E+17
1043,1,0,1,0,0,1,0,5,9.20E+17
1044,0,0,0,1,0,0,0,5,9.22E+17
1045,1,0,1,0,0,1,0,4,9.12E+17
1046,0,0,0,0,0,0,1,1,9.26E+17
1047,1,0,1,0,0,0,0,1,9.12E+17
1048,0,0,0,0,0,0,1,1,9.15E+17
1049,0,0,0,0,0,0,1,1,9.20E+17
1050,0,0,0,0,0,0,1,4,9.12E+17
1051,0,0,0,0,1,0,0,4,9.15E+17
1052,1,0,1,0,0,0,0,4,9.15E+17
1053,0,0,0,0,0,0,1,1,9.20E+17
1054,0,0,0,0,1,0,0,4,9.18E+17
1055,0,0,0,0,1,0,0,3,9.26E+17
1056,0,1,0,0,1,0,0,3,9.19E+17
1057,1,0,1,0,0,0,0,3,9.12E+17
1058,0,0,0,0,0,0,1,3,9.20E+17
1059,0,0,0,0,0,0,1,3,9.09E+17
1060,0,1,0,1,1,0,0,3,9.23E+17
1061,0,0,0,0,1,0,0,4,9.21E+17
1062,0,0,0,0,1,0,0,4,9.11E+17
1063,0,0,0,0,1,0,0,4,9.18E+17
1064,0,0,0,0,0,0,1,2,9.14E+17
1065,0,0,0,0,0,0,1,4,9.16E+17
1066,0,0,0,0,0,0,1,3,9.26E+17
1067,0,0,0,0,0,0,1,1,9.14E+17
1068,0,0,0,0,0,0,1,3,9.21E+17
1069,0,0,0,1,0,0,0,4,9.12E+17
1070,0,0,0,1,0,0,0,4,9.12E+17
1071,0,0,0,1,0,0,0,3,9.26E+17
1072,0,0,0,0,0,0,1,2,9.10E+17
1073,0,0,0,0,0,0,1,3,9.19E+17
1074,0,0,0,0,1,0,0,4,9.18E+17
1075,0,1,1,0,0,0,0,3,9.18E+17
1076,0,0,0,0,0,0,1,2,9.18E+17
1077,0,0,0,0,0,0,1,1,9.15E+17
1078,0,0,0,0,1,0,0,3,9.22E+17
1079,0,0,0,0,0,0,1,1,9.08E+17
1080,1,0,1,0,0,0,0,3,9.22E+17
1081,0,0,0,1,0,0,0,4,9.24E+17
1082,0,0,0,1,1,1,0,4,9.19E+17
1083,0,0,0,0,0,0,1,2,9.22E+17
1084,0,0,0,0,1,0,0,4,9.23E+17
1085,0,0,0,1,0,0,0,3,9.11E+17
1086,0,0,0,0,0,0,1,2,9.25E+17
1087,0,0,0,1,1,0,0,4,9.21E+17
1088,0,0,0,0,1,0,0,2,9.19E+17
1089,0,0,0,0,1,0,0,3,9.26E+17
1090,0,0,0,1,0,0,0,5,9.14E+17
1091,0,0,0,0,0,0,1,3,9.19E+17
1092,0,0,0,0,0,0,1,2,9.09E+17
1093,0,0,0,0,0,0,1,3,9.11E+17
1094,0,0,0,1,0,0,0,4,9.16E+17
1095,0,0,0,0,0,0,1,1,9.15E+17
1096,0,0,0,1,0,0,0,4,9.16E+17
1097,1,0,1,0,0,0,0,3,9.10E+17
1098,0,0,0,0,0,0,1,3,9.19E+17
1099,0,0,0,1,0,0,0,3,9.21E+17
1100,0,0,0,0,0,0,1,3,9.19E+17
1101,0,0,0,0,1,0,0,4,9.26E+17
1102,0,0,0,0,1,0,0,4,9.10E+17
1103,0,0,0,0,1,0,0,3,9.18E+17
1104,0,0,0,0,0,0,1,3,9.12E+17
1105,0,0,0,0,0,0,1,3,9.16E+17
1106,0,0,0,0,1,0,0,4,9.15E+17
1107,0,0,0,1,0,0,0,3,9.24E+17
1108,0,0,0,0,1,0,0,3,9.10E+17
